id,area,title,user_story,expected_behavior,entry_points,source_files,platforms,edition,notes,status,phase,error_class,error_detail,test_method,tested_at,retest_status,retest_at,fix_notes
LOG-054,log,Quick Stats error-code table sorts and opens lookup,As an analyst I want to rank codes by frequency and jump straight into a lookup so that I chase the most common failure first.,"The ""Error Codes (n)"" table has Code/Description/Category/Count headers, each with a sort button (title ""Sort by <header>"") that toggles direction; switching to a new column sorts ascending except Count which starts descending. Rows are focusable (role button, Enter/Space) with title ""Click to look up this error code"" and set the lookup code plus open the Error Code Lookup dialog; an empty description renders ""Unknown"" and the category renders as a filled badge, and the ""Time Range: <earliest> - <latest>"" line appears only when both timestamps exist.",Quick Stats expanded body -> Error Codes table,src/components/panels/QuickStatsPanel.tsx; src/components/dialogs/ErrorLookupDialog.tsx,all,both,Extends LOG-023.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-054] the error-code table sorts and opens the lookup,2026-09-24T21:30:00Z,,,
LOG-055,log,Error Code Lookup searches codes immediately and text after a debounce,"As an analyst I want to paste a code and get an answer instantly, or type a phrase and search descriptions, from one box.","The dialog (title ""Error Code Lookup"") calls search_error_codes immediately when the query looks like a code (0x-prefixed, negative, all digits, or >=6 hex characters) and after 300 ms otherwise; the input placeholder is ""Search by code (0x80070005) or description (access denied)"". Status shows ""Searching..."", the raw rejection message on failure, or ""No results found"" when the query returns nothing. A single exact hit is appended to ""Recent lookups"" (clicking one re-runs it), the copy button writes ""<codeHex> - <description>"", and opening from a code span or ""Open lookup"" pre-fills the query once while closing clears query, results and error.","Toolbar ""Error lookup"" / Ctrl+E; InfoPane ""Open lookup""; Quick Stats code row; clicking an underlined code in a message",src/components/dialogs/ErrorLookupDialog.tsx; src-tauri/src/commands/error_lookup.rs,all,both,"Extends CHROME-016 with the debounce rule, history recording and life-cycle behaviour.",pass,story,none,,component_test: searches immediately for a hex code and copies the result,2026-09-24T21:30:00Z,,,
LOG-056,log,Error base parses codes and ranks description matches,"As an analyst I want to paste a code in any form and still get the description, or fall back to text search, so that I never have to convert by hand.","lookup_error_code accepts 0x-hex, bare hex, negative decimal and unsigned decimal, returning found=true with description and category when the code is known, found=false with ""Unknown error code"" for a well-formed code missing from the database, and found=false with ""Invalid error code format"" when the input cannot be parsed. search_error_codes returns a single row for a code query (found false when unknown) and otherwise up to 50 matches ordered description-prefix, then description-substring, then category-label.",IPC lookup_error_code / search_error_codes,src-tauri/src/commands/error_lookup.rs; crates/cmtraceopen-parser/src/error_db/lookup.rs,all,both,Extends CHROME-016.,pass,story,none,,rust_test: error_db::lookup::tests::test_lookup_hex_prefix,2026-09-24T21:30:00Z,,,
LOG-057,log,Merge Tabs lists only mergeable log tabs,As an analyst I want the merge picker to show only real log files so that I cannot select a registry snapshot by mistake.,"""Merge Tabs into Unified Timeline"" lists open tabs that have a filePath and a fileKind other than ""registry"", labelled with the file base name; with fewer than two it shows ""Open at least two log files to use this feature."" and no checkboxes. ""Merge (N files)"" is disabled until two are checked, Escape and Cancel close the dialog, and the checked set resets every time the dialog opens.","Toolbar ""Merge tabs..."" (title ""Merge open tabs into a unified timeline"") in the log workspace with >=2 tabs",src/components/dialogs/MergeTabsDialog.tsx; src/stores/ui-store.ts,all,both,Extends LOG-015.,pass,story,none,,component_test: tells the user to open two logs when fewer than two mergeable tabs exist,2026-09-24T21:30:00Z,,,
LOG-058,log,Merging builds a colour-assigned aggregate from cached tabs,As an analyst I want two or more open logs merged into one chronological stream so that I can follow a machine timeline across files.,"createMergedTab reads each path's cached tab snapshot, ignores paths without one and returns without effect when fewer than two remain; otherwise it assigns theme merge colours in path order, merges entries by timestamp (null timestamps last) then file path then line number, renumbers ids from 0, sets sourceOpenMode ""merged"", clears selection and correlation, and shows only entries whose file visibility is true. The sidebar's ""Merge into Timeline"" button (aria-label ""Merge loaded files"") performs the same merge over the loaded folder's cached files and clears the active filter first.","Toolbar ""Merge tabs..."" -> merge; FileSidebar ""Merge into Timeline"" (shown at >=2 files)",src/stores/log-store.ts; src/lib/merge-entries.ts; src/components/layout/FileSidebar.tsx,all,both,Extends LOG-015 and LOG-022.,pass,retest,none,,e2e/stories/log-view.spec.ts :: [LOG-058] the sidebar merge clears the active filter first,2026-09-24T21:30:00Z,pass,2026-09-24T21:30:00Z,Defect fixed and re-verified: e2e/stories/log-view.spec.ts :: [LOG-058] the sidebar merge clears the active filter first
LOG-059,log,"Correlation follows the selected row, window and Auto switch",As an analyst I want related lines from the other merged files surfaced around my selection so that I can see cross-file cause and effect.,"With a merged tab and Auto on, selecting an entry fills correlatedEntries with entries from other files within +/-correlationWindowMs of the selection, sorted by absolute delta, each carrying its file colour; turning Auto off or clearing the selection empties the list. Changing the window (100ms/500ms/1s/5s/10s) or the Auto switch re-runs the computation asynchronously, and the legend's ""<n> merged"" label counts the entries currently visible after file-visibility filtering.","MergeLegendBar ""Correlate:"" select and ""Auto"" button; selecting a row in a merged tab",src/stores/log-store.ts; src/lib/merge-entries.ts; src/components/log-view/MergeLegendBar.tsx,all,both,Extends LOG-016.,pass,story,none,,"component_test: toggles file chips, All/None, correlation windows, and Auto",2026-09-24T21:30:00Z,,,
LOG-060,log,Compare Log Files selects two distinct open log tabs,As an analyst I want to pick the two logs to diff from my open tabs so that I can compare a broken run against a good one.,"The dialog ""Compare Log Files"" offers Source A and Source B selects containing only tabs with fileKind ""log"", each option reading ""<fileName> (<cached entry count> entries)"" and the same file disabled on the opposite side; ""Compare"" is enabled only when both are chosen, different and still present, and it passes each side's DiffSource{filePath,label}. Cancel/close resets both selects.","Toolbar ""Diff tabs..."" (title ""Compare two open tabs"") in the log workspace",src/components/dialogs/DiffConfigDialog.tsx; src/stores/log-store.ts,all,both,Extends LOG-017.,pass,story,none,,component_test: requires two different log tabs before Compare is enabled,2026-09-24T21:30:00Z,,,
LOG-061,log,Diff classifies common and unique lines,As an analyst I want only-A and only-B lines called out so that I can spot what changed between two runs.,"createDiff loads both cached snapshots (returning silently if either is missing), applies each side's optional start/end time filter, renumbers ids uniquely across both sets, classifies every entry as common/only-a/only-b with counts, opens in side-by-side mode and clears the selection. Because the dialog cannot select the same file twice, the same-file ""time-range"" mode is reachable only through a programmatic call with one path on both sides.","DiffConfigDialog ""Compare""; IPC-less store action createDiff",src/stores/log-store.ts; src/lib/diff-entries.ts; src/components/dialogs/DiffConfigDialog.tsx,all,both,Extends LOG-017; time-range mode is unreachable from the UI.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-061] createDiff classifies common and unique lines,2026-09-24T21:30:00Z,,,
LOG-062,log,Diff header shows counts and switches the layout,As an analyst I want the diff totals and a layout switch in one bar so that I can judge the size of the difference and pick my reading style.,"The header reads ""Diff: <A> vs <B>"", ""<n> common"", ""<n> only A"" (green) and ""<n> only B"" (red), and exposes a group labelled ""Diff display mode"" with ""Side-by-side"" and ""Unified"" buttons whose aria-pressed follows diffState.displayMode. ""Close diff"" clears the diff state, selection and mode, returning the workspace to the normal log view.",diff view header,src/components/log-view/DiffHeader.tsx; src/stores/log-store.ts,all,both,Extends LOG-017.,pass,story,none,,component_test: shows common/only-A/only-B counts and switches to unified,2026-09-24T21:30:00Z,,,
LOG-063,log,Diff panes render A/B with unique-line highlight and synced scroll,As an analyst I want the two logs side by side and scrolling together so that I can read the same moment in both.,"Side-by-side shows ""A: <file> (<n>)"" and ""B: <file> (<n>)"" headers coloured green/red with virtualized panes whose scrollTop mirrors the other pane; only-A lines get a green background and left border, only-B red, and common lines no tint. Unified merges both sets sorted by timestamp then line number and marks each row with an A or B badge. Clicking a row selects it via selectEntry and clicking the selected row again deselects it.",diff view body (side-by-side / unified),src/components/log-view/DiffView.tsx,all,both,Extends LOG-017.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-063] diff panes render A/B with unique-line highlight and synced scroll,2026-09-24T21:30:00Z,,,
LOG-064,log,Section and iteration banners get stable theme colours,As an analyst I want a section header to stand out and its colour to carry down the rows so that I can see where a phase starts and ends.,"Section/Iteration rows render SectionDividerRow with a ~13% tint of the resolved colour, a 4px left border, a 10px round (square for Iteration) marker, the message and the iteration caption when present, and clicking the banner selects that row. Regular rows in a section get the same colour as a 3-4px left band, using entry.sectionColor or a colour assigned round-robin from the theme's merge palette so each section name keeps one colour across the view.",log list rows for entryKind Section/Iteration,src/components/log-view/SectionDividerRow.tsx; src/components/log-view/LogListView.tsx,all,both,Extends LOG-012 with the colour assignment and left-band rules.,pass,story,none,,component_test: renders a section banner and selects the row on click,2026-09-24T21:30:00Z,,,
LOG-065,log,Log list renders from an alternate data source with a range filter,As an analyst I want the same log list inside the unified timeline so that I keep one familiar reading surface.,"LogListView takes an optional LogListDataSource; the timeline adapter supplies paginated log entries with synthesised unique ids, a paused data source, no find matches and no-op row selection. Its brush range acts as the external filter (entries with a null timestamp are dropped when a range is set) and the selected incident's range paints a brand inset stripe plus data-highlighted=""true"" on the rows inside it.",Unified timeline workspace's log-stream pane (LogListView dataSource={timelineLogListDataSource}),src/components/log-view/log-list-data-source.ts; src/components/log-view/LogListView.tsx; src/components/timeline/log-list-adapter.ts,all,both,Extends LOG-002; the timeline workspace itself is the timeline slice.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-065] the log list renders an alternate source with a range filter,2026-09-24T21:30:00Z,,,
LOG-066,log,DNS/DHCP handoff banner names the detected log type,As a DNS/DHCP engineer I want to be offered the specialist workspace when I open a DNS log so that I can correlate queries without hunting for the menu.,"The banner appears only while the log workspace is active and parserSelection.parser is dnsDebug, dnsAudit or dhcp, wording the prompt with ""DNS debug log"", ""DNS audit log"" or ""DHCP server log"". ""Open in workspace"" adds the source (path, base name, detected format, entries) to the DNS/DHCP store and switches workspace; Dismiss records that file path in dismissedDnsBannerPaths so the banner stays hidden for that path while other files still prompt.","log workspace banner below the toolbar; buttons ""Open in workspace"" and ""Dismiss""",src/components/log-view/DnsWorkspaceBanner.tsx; src/workspaces/dns-dhcp/dns-dhcp-store.ts,all,full,"Extends LOG-018; requires the dns-dhcp workspace, which Lite does not ship.",pass,story,none,,component_test: offers a DNS/DHCP handoff and dismisses each path for the session,2026-09-24T21:30:00Z,,,
LOG-067,log,DNS audit EVTX opens as structured DNS entries,As a DNS engineer I want a DNS audit EVTX opened as readable DNS events so that I can review record and zone changes directly.,"An .evtx file only takes the DNS lane when one of the first five records is from provider Microsoft-Windows-DNSServer; then every record from that provider becomes an entry with component ""DNSServer"", an RFC 3339 timestamp, and a message built from the event id/name plus fields such as NAME, type, TTL, Zone and RDATA (dynamic updates also capture SourceIP). Records from other providers are skipped without counting an error, while a record that cannot be deserialized or parsed increments parse_errors and is logged as event=dns_audit_record_skip; the parser selection is reported as DnsAudit/Dedicated/Structured.",Open File... with a DNS audit .evtx (log workspace),src-tauri/src/parser/dns_audit.rs; src-tauri/src/parser/mod.rs,all (DNS audit EVTX requires the event-log feature),full,Lite builds reject EVTX entirely; detection samples at most five records.,pass,story,none,,rust_test: parser::dns_audit::tests::serialized_dns_record_maps_provider_event_and_fields,2026-09-24T21:30:00Z,,,
LOG-068,log,DNS audit event ids map to names and severities,As a DNS engineer I want zone and record deletions flagged so that destructive changes are obvious in the list.,"Event ids map to human names (512 Zone Load, 515 Record Create, 516 Record Delete, 525-527 DNSSEC sign/unsign/re-sign, 541 Server Setting, ...) and to severities: 513 zone delete is Error; 516/520 record delete, 525-527 and 541 are Warning; everything else is Info. Unknown ids fall back to the generic extractor with a ""[<id> DNS Audit]"" message, and each family (record ops, zone config, server config, DNSSEC keys, policy, delegation, extended zone) renders its own key=value message with missing fields simply omitted.",DNS audit entries in the log list / info pane,src-tauri/src/parser/dns_audit.rs,all (event-log feature),full,Complements the routing story above.,pass,story,none,,rust_test: parser::dns_audit::tests::test_extract_record_delete_is_warning,2026-09-24T21:30:00Z,,,
LOG-069,log,Unsupported binary logs are rejected with guidance,As an analyst I want a clear statement of what to do with an ETL or foreign EVTX file so that I am not left guessing.,"Opening a .etl file fails before decoding with a message telling the user to convert it via tracerpt into XML (a non-Windows build gets the ""requires the Windows tracerpt tool"" wording). A .evtx that is not DNS audit fails with ""This EVTX file does not contain DNS audit events. Try opening it in the Sysmon workspace instead."", and in a build without the event-log feature an .evtx fails with ""EVTX event log files require the 'event-log' feature. This build does not include EVTX support.""",Open File... with a .etl or non-DNS .evtx,src-tauri/src/parser/mod.rs; src-tauri/src/parser/dns_audit.rs,all (messages differ per target OS),both,The last message is what a Lite build reports; the text is chosen at compile time by cfg target_os/feature.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-069] an unsupported binary trace surfaces the conversion guidance,2026-09-24T21:30:00Z,,,
LOG-070,log,Log bytes decode by BOM with a Windows-1252 fallback,As an analyst I want a UTF-16 or ANSI-encoded log to still open readably so that old Windows logs are not garbage.,"read_file_content detects UTF-16LE/UTF-16BE BOMs and treats everything else as UTF-8; UTF-16 input is decoded with the BOM stripped and CRLF normalised to LF, UTF-8 input has a BOM stripped and decodes as-is, and bytes that are not valid UTF-8 fall back to Windows-1252 with an encoding-errors warning instead of failing the open. Tailing uses the same detected encoding and carries a split UTF-16 byte or partial UTF-8 scalar across reads so boundary splits do not corrupt entries.",open_log_file / start_tail for any opened log,crates/cmtraceopen-parser/src/parser/mod.rs; src-tauri/src/parser/mod.rs; src-tauri/src/watcher/tail.rs,all,both,The UI never displays which encoding was used - the fallback is only observable through the decoded text and console warnings.,pass,story,none,,rust_test: watcher::tail::tests::test_utf8_bom_split_across_tail_reads_is_still_removed,2026-09-24T21:30:00Z,,,
LOG-071,log,Open a single log file and remember its parser for tailing,"As an analyst I want a file to open in one step and then keep streaming, and I want a folder or a locked file to fail in a way that tells me which problem it is.","open_log_file parses the file with auto-detection and stores the resolved parser selection, one-shot initial logical record and byte offset keyed by path so tailing reuses the same parser. A directory passed to the file lane fails with ""path is a folder, not a file: <path>"", an unreadable path returns Access Denied (which the frontend reports as ""Access to this source was denied"" and offers elevation), and a readable file that fails to parse is reported as a generic error, never Access Denied.",IPC open_log_file; File > Open File...; drag and drop,src-tauri/src/commands/file_ops.rs; src/lib/log-source.ts,all (elevation offer is Windows),both,Extends CHROME-001; the elevation prompt itself is CHROME-006.,pass,story,none,,rust_test: commands::file_ops::tests::a_directory_is_classified_by_its_kind_not_by_the_failed_open,2026-09-24T21:30:00Z,,,
LOG-072,log,Opening several files at once builds one aggregate stream,As an analyst I want to select a handful of logs in the file dialog and see them interleaved so that I can follow one machine across files.,"In the log workspace the Open File dialog allows multiple selection; a single path goes through the normal single-file lane, while two or more are handed to loadFilesAsLogSource, which sets progress (""Parsing <n> files..."" with folder-load progress), parses them all through one parse_files_batch call, caches each file for instant tab switching, derives the longest common parent directory as the source so the sidebar behaves folder-like, renumbers all entries sequentially, and reports ""Loaded <n> files."" with ""Parsed in <ms> ms (parallel)."" under source mode ""aggregate-folder"".",File > Open File... (multi-select) in the log workspace,src/hooks/use-app-actions.ts; src/lib/log-source.ts; src-tauri/src/commands/file_ops.rs,all,both,Extends CHROME-001 and LOG-022; multi-select is enabled only for the log workspace.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-072] several files at once become one aggregate stream,2026-09-24T21:30:00Z,,,
LOG-073,log,Batch parsing stays parallel and keeps progress moving past failures,As an analyst I want a folder load to use all cores and to keep counting even when one file is unreadable so that progress never hangs.,"parse_files_batch parses every path in parallel on Rayon and emits a ""parse-progress"" event per finished file carrying requestId, filePath, fileName, completed, globalCompleted (= completedOffset + completed), total, entries, fileSize and parseMs. A file that fails to parse is logged as event=parse_file_skip, still emits progress with entries 0 so the counter reaches total, is excluded from the returned results, and the batch completion log records results and skipped counts.","IPC parse_files_batch (folder load, multi-file open, batch slices of 30)",src-tauri/src/commands/file_ops.rs; src/hooks/use-parse-progress-listener.ts; src/lib/log-source.ts,all,both,Extends LOG-025; the frontend slices folders into batches of 30 IPC calls.,pass,story,none,,component_test: updates active progress from a valid event,2026-09-24T21:30:00Z,,,
LOG-074,log,Folder aggregate sorts by time and reports per-file diagnostics,As an analyst I want a folder merged in true time order and I want to know which files could not be read so that I trust the merged view.,"open_log_folder_aggregate lists the folder, parses each non-directory entry and skips any file that cannot be parsed by recording a PathDiagnostic in child_errors and incrementing parse_errors rather than failing the load. Entries are sorted by timestamp (timestamped first, null last) then folder file order, line number and message, renumbered from 0, and the result carries folder_path, per-file total_lines/parse_errors/byte_offset and the merged child diagnostics used by the sidebar and status bar.",IPC open_log_folder_aggregate (Open Folder... in the log workspace),src-tauri/src/commands/file_ops.rs; src/lib/log-source.ts,all,both,Extends LOG-022/LOG-025.,pass,story,none,,rust_test: commands::file_ops::tests::aggregate_folder_diagnostics_preserve_coverage_limits_within_the_bound,2026-09-24T21:30:00Z,,,
LOG-075,log,Folder listing is bounded and rejects the wrong path kinds,As an analyst I want a huge or odd path to give me a stated coverage gap instead of hanging or claiming the folder is missing.,"list_log_folder rejects a path that escapes through a symlinked ancestor, a missing folder (""folder does not exist: <path>"") and a non-directory (""path is not a folder: <path>""); it lists entries case-insensitively with folders before files, returning name/path/isDir/sizeBytes/modifiedUnixMs. It stops at 4096 entries, 16384 listing work and 4096 diagnostics and appends a child_error naming the reached limit so the truncation is reported rather than silent.","IPC list_log_folder (Open Folder..., sidebar Reload source, known-source folder expansion)",src-tauri/src/commands/file_ops.rs; src/components/layout/FileSidebar.tsx,all,both,Extends LOG-022.,pass,story,none,,rust_test: commands::file_ops::tests::list_log_folder_reports_an_unreadable_folder_as_access_denied,2026-09-24T21:30:00Z,,,
LOG-076,log,Evidence bundle folders are listed recursively,As an analyst I want an evidence bundle folder to expose every nested artifact so that nothing inside is invisible to me.,"When the folder is recognised as an evidence bundle, list_log_folder replaces the top-level listing with a recursive collection of all nested files, merges the first-pass and recursive diagnostics within the 4096-diagnostic cap (keeping the coverage-limit entries), re-sorts the entries and returns bundleMetadata restricted to entry points that still exist. The sidebar then badges the source ""Evidence Bundle"" and shows Bundle and Case lines.",Open Folder... on a recognised evidence bundle; FileSidebar SourceSummaryCard,src-tauri/src/commands/file_ops.rs; src/components/layout/FileSidebar.tsx,all,both,Extends LOG-022; the bundle dialog itself is CHROME-018.,pass,story,none,,rust_test: commands::file_ops::tests::list_log_folder_marks_evidence_bundle_and_exposes_primary_entry_points,2026-09-24T21:30:00Z,,,
LOG-077,log,inspect_path_kind decides the lane a path opens through,As an analyst I want a dropped folder to open as a folder and never as a broken file so that I am not told to restart as administrator for no reason.,"inspect_path_kind returns Unknown for a path that does not exist, Folder for a directory and File for a regular file. Every path-taking entry point (drop, paste, recent, argv, restore) probes the kind first, so a folder is never sent down the file lane (which on Windows would raise a spurious access-denied elevation prompt), an explicitly file-only request keeps the file lane, and a failed or refused probe keeps the historical file-first behaviour.","IPC inspect_path_kind; drag and drop; recent entries; known-source family ""Open all""",src-tauri/src/commands/file_ops.rs; src/lib/log-source.ts; src/hooks/use-app-actions.ts,all,both,Extends CHROME-029/CHROME-006 by removing the folder-as-file access-denied misreport.,partial,story,coverage,src-tauri/src/commands/file_ops.rs path-kind tests plus src/lib/log-source.test.ts (resolveSourceForPath fallbacks),component_test: src/lib/log-source.test.ts (+28 tests passed),2026-09-24T21:30:00Z,,,
LOG-078,log,Compute a file fingerprint for session save,As an analyst I want a restored session to know whether a file has changed so that I am not shown stale entries as current.,"compute_file_hash streams the file through SHA-256 in 8 KiB chunks and returns {hash: ""sha256:<64 lowercase hex>"", sizeBytes}; the session saver calls it once per open tab and any read failure surfaces as an error rather than a partial digest.",IPC compute_file_hash (File > Save session for each open tab),src-tauri/src/commands/file_ops.rs; src/lib/session-save.ts,all,both,Extends CHROME-005.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-078] saving a session fingerprints every open tab,2026-09-24T21:30:00Z,,,
LOG-079,log,Write a text output file to a chosen path,As an admin I want an analysis exported as a text file where I choose so that I can attach it to a ticket.,"write_text_output_file writes the supplied contents to exactly the given path with std::fs::write and returns an I/O error when the write fails (missing directory, permission, disk). The dsregcmd workspace uses it after redacting the status text to save its export.",IPC write_text_output_file (dsregcmd workspace export),src-tauri/src/commands/file_ops.rs; src/workspaces/dsregcmd/DsregcmdWorkspace.tsx,all,full,The only caller is the dsregcmd export; the destination comes from a native save dialog.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-079] write_text_output_file forwards the chosen path and contents,2026-09-24T21:30:00Z,,,
LOG-080,log,Second-launch paths are handed over exactly once,"As an analyst I want a file double-clicked while the app is already running to open once, not twice.","get_initial_file_paths returns and clears the argv paths from the first launch (consumed on the first call); take_second_launch_paths takes and clears the paths a second launch handed to the running window, so a window woken twice claims once and the second claim returns an empty list; get_initial_workspace returns and consumes the validated startup workspace separately so an internal relaunch option can never be read as a path to open.",IPC get_initial_file_paths / take_second_launch_paths / get_initial_workspace,src-tauri/src/state/app_state.rs; src-tauri/src/commands/file_ops.rs; src/lib/commands.ts,all,both,Extends CHROME-030 (OS association launch).,pass,story,none,,rust_test: state::app_state::tests::a_second_launch_hands_its_paths_over_once,2026-09-24T21:30:00Z,,,
LOG-081,log,A new open supersedes an in-flight load,As an analyst I want to abandon a slow folder load by opening something else so that I am never stuck waiting for a folder I no longer want.,"Every source load claims a monotonically increasing tab-switch generation; a superseded load stops at its next generation check and writes no state (parsed batches, aggregate assembly, progress overlay) and starting any new load clears folderLoadProgress/folderLoadRequestId first. There is no explicit Cancel control - abandoning a long folder parse is done by opening another source.",any open action while a folder load is running; folder progress overlay,src/lib/log-source.ts; src/hooks/use-parse-progress-listener.ts,all,both,Extends LOG-025; documents that parse cancellation is implicit rather than a button.,pass,story,none,,component_test: resets ownership before a new request event arrives,2026-09-24T21:30:00Z,,,
LOG-082,log,"Source status distinguishes empty, missing, denied and awaiting-selection",As an analyst I want a failed or empty source to say precisely what went wrong so that I do not hunt for the wrong problem.,"A folder with no files finishes as kind ""empty"" with ""Source loaded, but no files were found.""; a missing path reports ""Source path is missing or inaccessible: <path>""; an access refusal reports ""Access to this source was denied[: <path>]"" and fires an elevation offer; a selected file inside a loaded folder that will not load reports ""awaiting-file-selection"" with ""Access to this file was denied: <name>."", ""Selected file is no longer available: <name>."" or ""Could not load selected file: <name>."" and the sidebar offers ""Retry <name>"" for that last failed path.","FileSidebar status notice, ""Reload source"" / ""Retry <name>"" buttons, empty-state text",src/lib/log-source.ts; src/components/layout/FileSidebar.tsx,all,both,Extends LOG-022; the elevation offer is CHROME-006.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-082] the sidebar offers Retry for the last failed file selection,2026-09-24T21:30:00Z,,,
LOG-083,log,Info pane summarises the parser that read the file,As an analyst I want to know which parser and framing produced these rows so that I can judge how much to trust them.,"With a parserSelection present the info pane prints one line joining ""Parser <label>"", the provenance, parse quality, implementation, record framing and, when set, the date order (for example ""Parser CCM | Dedicated | Structured | ccm | Physical line | Month-first dates""); nothing is printed without a selection. Above it the summary reads ""Line <n> | <severity>[ | <component>][ | <timestamp>]"" with ""File <path>"" on the next line, and a Result/GLE/Phase/Op line appears only when the entry carries one of those fields.",info pane after selecting an entry,src/components/log-view/InfoPane.tsx; src/stores/log-store.ts,all,both,Extends LOG-019.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-083] the info pane summarises the parser that read the file,2026-09-24T21:30:00Z,,,
LOG-084,log,Aggregate folders report a mixed parser summary,"As an analyst I want a folder read by dedicated parsers to name them instead of saying ""Unknown format"" so that I know the merge is real.","getAggregateParserDisplay returns null for an empty file list; when every file shares a format the format label is that format (and the parser label the single parser name when one parser read them all), and any difference is reported as ""Mixed"", ""Mixed provenance"" or ""Mixed quality"" together with parserCount, so a folder of dedicated-parser files keeps its provenance.",status bar aggregate parser summary for a folder source,src/stores/log-store.ts; src/components/layout/StatusBar.tsx,all,both,"Extends LOG-022; the status-bar rendering belongs to the chrome slice, the summary logic lives in the log store.",partial,story,coverage,"src/stores/log-store.test.ts describe ""getAggregateParserDisplay"" (dedicated provenance, mixed formats, single-file stream, no files)",component_test: getAggregateParserDisplay reports the dedicated provenance an aggregate of dedicated parsers shares,2026-09-24T21:30:00Z,,,
LOG-085,log,Known log sources list platform metadata,As an admin I want the built-in log locations listed for my platform so that I can open the standard Intune/ConfigMgr logs without browsing.,"get_known_log_sources returns the platform catalog - Windows sources on Windows, the macOS list on macOS, and an empty list on Linux - each entry carrying id, label, description, platform, source kind, the source (kind/defaultPath/pathKind), filePatterns, grouping (familyId/familyLabel/groupId/groupLabel/groupOrder/sourceOrder) and an optional defaultFileIntent. The Windows catalog covers folder sources such as Intune IME logs, DMClient, CCM, ccmsetup, Swmtr, Panther, CBS, DISM, ReportingEvents, IIS, deployment, PatchMyPC and the Device Inventory Agent plus direct-file sources like IntuneInventoryHarvesterLog.log and InventoryAdaptor.log.",IPC get_known_log_sources (Toolbar known-source menu; refreshed on mount),src-tauri/src/commands/known_sources.rs; src/lib/log-source.ts,all (catalog populated on Windows and macOS; empty on Linux),both,Extends CHROME-003.,pass,story,none,,rust_test: commands::known_sources::tests::device_inventory_known_sources_have_expected_metadata,2026-09-24T21:30:00Z,,,
LOG-086,log,"Known sources are grouped in the toolbar and ""Open all"" expands a family",As an admin I want to open every log of a product family in one action so that I can triage an Intune or ConfigMgr problem in one view.,"setKnownSources groups the catalog into toolbar families and groups sorted by groupOrder then label, with each group's sources sorted by sourceOrder then label and an ""Other Sources"" family for metadata without grouping. Each family menu offers ""Open all <family label>"", which verifies direct-file sources with inspect_path_kind, expands folder sources through list_log_folder keeping only names matching the source's filePatterns, skips unavailable folders with a warning, and loads every collected path as a single aggregate source - doing nothing when the collected set is empty.","Toolbar known-source menu -> ""Open all <family label>""",src/stores/log-store.ts; src/components/layout/Toolbar.tsx,windows; macos (family catalog),both,Extends CHROME-003; this is where a known source's filePatterns actually act as default file selection.,pass,story,none,,"e2e_browser: stories/log-view.spec.ts :: [LOG-086] known sources are grouped, and Open all expands a family",2026-09-24T21:30:00Z,,,
LOG-087,log,Unknown or missing known sources fail loudly,As an admin I want a broken known-source action to tell me instead of silently doing nothing so that I can report it.,"resolveKnownSourceIdFromCatalogAction prefers an explicit sourceId, then maps presetMenuId ""preset.windows.ime"" to windows-intune-ime-logs, then consults menuId; when nothing resolves it logs ""[app-actions] could not resolve known source for action"" and returns without opening anything. When the id resolves but no catalog entry exists the load throws ""Known source '<id>' was not found."", and in the dsregcmd workspace the action throws ""Known source presets are not available in the dsregcmd workspace.""",Toolbar/menu known-source entries; IPC open flow through use-app-actions,src/lib/log-source.ts; src/hooks/use-app-actions.ts,all,both,Extends CHROME-003.,pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-087] unknown known-sources fail loudly,2026-09-24T21:30:00Z,,,
LOG-088,log,Known sources advertise a default-file intent that nothing applies,As an admin I want a known folder source to open the file I care about first so that I do not pick through a folder every time.,"Folder known sources are opened whole - every file (optionally pattern-filtered by ""Open all"") is loaded into the aggregate view - and file known sources open their fixed defaultPath; defaultFileIntent (selectionBehavior None/PreferFileName/PreferFileNameThenPattern/PreferPattern plus preferredFileNames) is only carried in the metadata and is read by no frontend or backend code, so no source currently auto-selects a preferred file. The Intune IME folder source still declares PreferFileNameThenPattern with preferred file names such as the IME logs.",IPC get_known_log_sources metadata; known-source open flow,src-tauri/src/commands/known_sources.rs; src/types/log.ts; src/lib/log-source.ts,windows; macos,both,"Coverage gap against the ""known log sources default file selection"" acceptance item - the field exists but is unused.",pass,story,none,,e2e_browser: stories/log-view.spec.ts :: [LOG-088] folder known sources open whole with no preferred-file selection,2026-09-24T21:30:00Z,,,
